9671750 	 26722 
11590500 	 11578 , 2432 
8060000 	 28098 
9288000 	 11328 
10592750 	 23798 , 24341 
154750 	 11196 , 8943 , 15672 , 15309 , 1260 
1909250 	 20516 , 6326 , 504 , 14467 , 10014 , 26523 , 18180 
11579750 	 8410 
4102750 	 10026 
8017000 	 15096 , 22280 , 3719 
4716750 	 29146 , 2963 , 2683 , 13784 
12008000 	 24274 , 17647 , 16331 
4475750 	 11612 , 19113 , 2227 , 4949 , 26608 , 8719 , 13888 , 15086 , 3719 , 13592 , 12068 , 8689 , 24944 , 23774 
9694750 	 8095 , 10680 , 11645 , 15414 
8072250 	 23143 
5693000 	 14020 , 21899 , 28124 
5769750 	 26614 
5155750 	 16540 , 19113 , 14533 , 24669 , 23662 
4004500 	 19686 
309750 	 4545 , 12164 , 13588 , 15365 
3742000 	 14482 
3588500 	 530 , 23779 
11340250 	 25329 
8040000 	 17400 , 18275 , 28276 , 6229 , 3720 , 18923 , 22877 , 14433 , 2655 , 23768 , 8334 , 5573 , 16797 , 1916 , 13621 , 6672 , 10144 , 11018 , 8257 , 239 , 5043 , 12541 
6571000 	 13430 , 5470 
10715500 	 6820 
2733500 	 7552 
11022500 	 23515 , 3755 
7568750 	 12285 , 4691 , 6827 , 16463 , 4543 , 19217 , 20156 , 29422 , 19668 , 7706 , 1831 
2492500 	 15661 , 19149 , 5803 , 24039 , 11124 , 17647 , 26533 , 5962 , 20979 
3249250 	 7963 , 5185 , 25029 , 28641 
2788750 	 26608 , 6918 , 11679 , 2227 , 14261 , 11176 , 10702 , 8842 , 5043 
7306250 	 22359 , 13551 , 19113 , 29275 
2920750 	 22757 , 3935 , 4683 , 21672 , 15478 , 23407 , 22359 
848500 	 19337 , 24989 , 28319 , 14261 , 7286 
3304500 	 25169 , 26694 , 3804 , 18086 , 24461 , 17228 , 4807 
8216500 	 16540 , 19113 , 22688 , 14261 , 14939 , 25308 , 22552 , 14159 , 25329 , 28481 
3293750 	 26523 , 18075 
7898750 	 7868 , 21838 
1528500 	 23013 , 4750 , 500 , 18466 , 3627 , 22749 , 23781 , 23774 , 28370 , 22280 , 21092 
8195000 	 1831 , 21672 , 13592 , 28410 
11111500 	 4216 
969750 	 3047 , 2963 
4423500 	 9111 
6572500 	 7963 , 6868 
2033500 	 11679 , 16540 , 26050 , 8689 , 712 , 4949 , 11176 , 12352 , 28270 , 16110 , 3627 
8096750 	 16663 , 26485 , 15334 , 28641 
2078000 	 26608 , 2227 , 14261 , 16944 , 24669 , 14902 
236000 	 29203 
9906500 	 23656 , 2227 , 26722 , 8000 , 26829 , 8689 , 28411 , 155 , 12394 
3054250 	 23108 , 5448 , 28665 , 29125 , 1591 , 2929 , 29203 , 3151 , 9563 
11496750 	 20565 , 22288 , 3555 
1969000 	 12220 , 18002 
8799750 	 11679 , 14533 , 18024 , 20826 , 12018 , 13592 
11321750 	 21672 , 643 , 17060 , 3847 , 13745 , 21847 , 12358 , 21684 , 28481 , 10879 , 15390 
11782250 	 17748 
7703750 	 18075 , 3626 , 8278 , 18730 , 527 , 7542 , 12394 
6848750 	 8689 
10302500 	 12754 , 8689 
5467250 	 11653 
3625250 	 21372 , 18180 , 26614 
5226250 	 20630 , 1563 , 8689 , 24669 
5906250 	 13784 
764000 	 18990 
6904000 	 5267 , 9111 
10588000 	 16628 , 7354 , 14020 , 15138 
5742000 	 19523 
599750 	 27785 , 20297 , 3047 , 530 
11564250 	 1831 , 2826 , 20858 , 14739 , 10176 , 15255 , 6352 , 19668 , 14261 , 6104 
2200750 	 9315 , 14533 , 12674 , 2610 
2891500 	 819 , 14161 , 8027 , 14580 , 2257 , 3627 , 3047 , 11176 , 4949 , 28370 
2968250 	 11624 , 14273 , 1831 , 28985 
5336750 	 25272 , 24669 , 11000 , 5043 
731750 	 29008 , 29163 , 24088 , 7692 
3089500 	 1917 
19500 	 19421 , 14048 
10063000 	 21110 
4844000 	 5598 
3846250 	 13450 , 15584 , 8719 , 11882 , 16722 , 23143 
1620500 	 5833 
6061250 	 943 , 15019 , 4169 , 1370 , 6400 , 19874 , 11897 , 28985 , 11176 , 29203 , 19632 
1906000 	 2683 , 21110 , 1831 
11730000 	 24471 , 1756 , 8662 , 25651 , 7963 , 1446 , 455 
64000 	 22218 , 2455 , 9912 
6807250 	 19574 , 14261 
5108000 	 3627 , 29203 
5952250 	 6827 , 5640 , 21071 
6412750 	 15019 , 14580 , 3719 
10546500 	 28508 
415500 	 23164 , 7542 
8156500 	 8842 , 2198 
11687000 	 8689 
10064500 	 28466 , 26571 , 29099 
1381000 	 25329 
7060500 	 760 , 23214 , 5285 , 8193 , 504 , 1698 , 20208 , 22136 , 13603 , 21975 
5898500 	 7105 , 26722 
65500 	 6050 , 12055 , 15639 , 21672 , 21078 , 25092 , 1563 
7269250 	 27791 , 2729 
9802000 	 16540 , 13888 , 29269 , 28752 , 28653 , 28475 , 24601 
10185750 	 8805 
3114000 	 13112 , 20536 , 7868 , 21092 
7927750 	 25372 , 19113 , 26288 , 15065 , 3032 
6996000 	 18213 
11984750 	 15507 , 8689 , 25653 , 21110 , 2683 , 20207 , 28230 , 14261 , 6740 , 15934 , 11465 , 2060 , 3702 , 2853 , 7083 , 2899 , 911 , 14580 , 12792 , 3627 
12215000 	 3164 , 25090 , 24341 , 5640 , 23173 , 919 , 3720 , 25169 , 8637 , 6672 , 28463 , 14942 
10976250 	 14482 
154500 	 25820 , 251 , 25424 , 28059 , 2260 , 8689 
5143250 	 9563 , 23549 , 14482 , 28641 , 26614 
9123500 	 20846 , 15 , 21459 , 6447 , 18456 , 5567 , 3433 , 2610 , 12168 
8049000 	 17664 , 20979 , 22749 
4902250 	 19570 , 14360 
4814750 	 19394 
5121750 	 19113 
9946250 	 12754 , 26619 
10790500 	 7105 
5264500 	 1642 , 26083 , 8783 , 17691 , 3781 , 16112 , 12394 
9782000 	 14902 , 3151 
2797750 	 28270 
2874500 	 14914 , 7910 , 7868 , 3047 , 28370 
4256000 	 15661 , 6199 , 7692 , 24944 , 16331 , 14153 , 3324 
5012750 	 19113 , 14261 , 10893 , 7963 , 5043 
3861500 	 7868 
791500 	 24831 , 3627 
5078750 	 4949 , 14580 , 13592 , 25329 , 21657 , 9111 
5846250 	 1831 
11142000 	 17407 , 18180 
5539250 	 7868 , 8689 , 11983 , 24258 , 18075 , 155 
2688750 	 3774 , 22749 , 155 , 1739 
7513250 	 1756 , 29203 , 16463 , 25372 , 28357 , 15383 , 6290 , 2655 , 4515 , 4078 , 3433 , 26545 
4059500 	 8166 , 1242 , 10272 , 19277 , 16463 
6515500 	 1831 
12337750 	 21092 
12173500 	 554 , 3627 , 15405 , 21110 , 15534 , 28370 
8555500 	 18180 , 5598 
1110750 	 29125 , 16463 
7163250 	 16540 , 23071 , 11465 , 1597 , 3102 , 8689 
4850000 	 25420 , 12512 
8523250 	 12329 , 25500 
7361250 	 28410 
1046250 	 27791 , 6621 
1189000 	 15019 , 11679 , 11328 
3952000 	 25372 , 13998 , 4648 , 21844 , 23025 , 13618 , 9111 , 4479 
10322250 	 1903 , 284 , 2227 , 8724 , 1731 , 10702 
11616250 	 21975 
3404000 	 22246 , 3627 
3787750 	 26969 , 27817 , 2713 , 2610 
7921500 	 15534 
1244250 	 1691 , 4324 
12142750 	 13888 
4533750 	 5290 , 20579 , 25022 , 27600 , 4708 , 10908 
5915250 	 15138 , 2367 
7143250 	 28752 , 2227 , 10702 , 23896 , 20751 , 26114 , 28641 , 28985 , 29203 , 13784 , 1773 
1617250 	 18002 , 28463 
4073250 	 17153 , 22836 
9972250 	 7963 
11046750 	 7169 
2988000 	 22482 
11957000 	 26138 , 23907 , 21078 , 17060 
5279750 	 28065 , 27396 , 9829 
12417500 	 28411 , 8689 , 7963 , 16406 , 10570 , 24601 
6957500 	 15935 , 905 , 14014 , 14153 , 16722 , 9111 , 12754 
1661750 	 22342 , 3151 , 1731 , 9802 , 3324 , 2729 
3350250 	 18736 , 5779 , 24344 , 25420 , 21865 , 21914 , 3384 , 1672 
5642000 	 10840 , 3723 , 5620 , 13888 , 11404 , 21912 , 22371 , 12686 , 14318 , 17261 , 16540 
8701250 	 13551 , 1884 
10609250 	 10948 , 5330 , 8693 , 5598 
11300000 	 7552 , 2963 
10598500 	 7105 , 14165 , 155 , 9563 
7375000 	 11201 
9513250 	 10404 , 2945 
1531250 	 21946 
380000 	 12329 , 5620 , 1773 
5292000 	 21672 , 23779 
5522250 	 15805 , 13450 , 4479 
8033500 	 28653 
11794250 	 3068 , 11679 , 25424 , 27092 
4963500 	 13240 , 29203 , 22489 , 18002 , 21565 , 15534 , 19903 , 17767 , 16572 , 21110 , 21092 
11169500 	 27407 , 26608 , 23171 , 18196 , 2198 , 4220 , 10014 
10095000 	 14261 , 28752 , 16624 , 19973 , 8278 
6564500 	 12977 , 18730 , 16406 , 4949 , 14902 , 11176 
567250 	 21838 
1181250 	 22749 
1104500 	 12220 , 2683 
8385000 	 7680 , 9111 , 21110 
7003500 	 14261 
2168250 	 11679 
4547500 	 8257 , 26608 , 284 
4153000 	 21865 , 26523 , 9111 , 18075 , 14942 , 5043 
10052000 	 22126 , 7680 , 12754 , 22280 , 21110 
6751750 	 7408 , 3658 
140500 	 10480 , 3627 , 18730 , 23779 
5962750 	 5151 , 24196 , 5803 , 27446 , 2683 , 21838 , 9563 
7190750 	 1538 , 27791 , 9072 
12015250 	 11080 , 23604 , 14806 
5491500 	 239 , 27407 , 14533 , 8296 , 18508 , 3255 , 25380 , 6288 , 24013 , 14261 , 18024 , 26288 , 21092 , 14265 , 20751 , 15390 
12234750 	 26614 
7476250 	 4949 
799000 	 1903 , 16607 , 8278 , 16331 
711500 	 26722 , 14360 
4625750 	 16540 , 13888 , 14482 , 11734 , 17882 , 22749 , 1000 , 3151 , 24869 , 530 , 10570 
10831750 	 17024 , 1006 
8145500 	 18124 
2378500 	 2367 , 11679 , 14153 , 10014 , 23774 , 16722 , 26619 
2148250 	 14294 , 3273 , 12160 , 22894 , 12606 
9121750 	 15946 , 21838 , 7868 , 2683 
1063000 	 16376 , 3164 , 16540 , 15019 , 7495 , 28481 , 14165 , 22749 , 24929 , 530 , 22280 
11874000 	 4510 , 29203 , 4220 , 18180 , 10014 
2050000 	 26866 , 24377 , 18996 , 17960 , 21659 , 10702 
12016750 	 18730 , 24601 , 27371 , 11790 , 14030 , 15558 , 1000 , 4807 , 28653 
1118250 	 2589 , 3068 , 8278 , 3626 , 11176 
252500 	 13778 , 6199 , 26608 , 18544 , 23656 
1173500 	 5848 , 24869 , 8257 
10756500 	 14942 
472000 	 6211 , 25333 , 2963 
3684750 	 25559 , 16754 
691500 	 14554 , 28641 , 15390 
5899750 	 18730 
2676250 	 4970 , 15527 , 740 , 14574 , 14407 , 13557 , 1644 , 17691 
1525000 	 11196 , 2257 
1832000 	 25687 , 11939 , 7868 , 19221 , 10916 , 2198 , 12287 , 21841 , 20668 , 12410 , 21191 , 12218 , 14469 
4047000 	 18183 , 29446 , 22043 
9035750 	 17977 , 25618 , 18544 , 18024 , 19973 , 4479 
7797000 	 12754 
5034000 	 12220 , 14261 , 10584 
5110750 	 8414 , 25793 , 934 , 3324 , 26114 , 1739 , 21146 
9628250 	 18024 , 23779 
1953250 	 11328 , 15639 , 2257 , 643 , 28098 , 26722 , 20648 , 3658 , 12394 , 2610 
4782250 	 10778 , 9658 , 5724 
7545250 	 19021 , 14381 
5780000 	 7648 , 19113 , 19903 , 14533 , 27523 , 11385 , 17061 , 17214 , 21336 , 22313 , 17959 , 15315 , 10702 , 23781 , 21092 , 15534 , 10014 , 8842 , 9111 , 7037 , 26523 , 19421 , 1000 , 4807 , 29224 
1767500 	 14626 
3149000 	 13162 , 18964 , 24977 , 25970 , 22538 , 4919 , 8758 , 19610 , 14407 , 6379 , 833 
5440750 	 19862 , 2963 
8730250 	 911 , 3228 , 12068 , 530 , 8257 , 8278 , 28653 
7886000 	 22420 , 4919 , 18647 , 25246 , 19358 , 19610 , 29084 , 1644 , 14407 , 13556 , 23601 , 9472 
200250 	 12352 , 19166 , 25570 
7184500 	 22359 , 22058 , 9018 , 29410 , 27659 , 6868 , 14533 , 24180 , 7868 , 28463 
1812000 	 29077 , 11196 
8949750 	 16818 , 17438 
6099250 	 7244 , 25372 , 13244 
12239250 	 21838 , 7868 , 16754 , 1121 , 14157 , 14014 , 25618 , 26288 
6713250 	 2367 , 3390 , 1758 
11625250 	 21628 , 3740 
11307500 	 3492 , 20300 , 12068 , 24944 
8160750 	 15308 , 18529 , 17641 
8314250 	 16540 , 25212 
9685000 	 9569 , 3185 
2756000 	 10115 
1758250 	 10038 , 23676 , 9563 , 4060 , 28481 , 28463 
3216500 	 28992 , 27168 , 2963 , 15365 , 3228 , 14261 , 21146 
8051750 	 20297 , 26608 , 25029 , 10893 , 11773 
2975500 	 12352 , 14153 , 14902 , 16406 
7657250 	 1756 , 2043 , 20756 , 29445 
980000 	 6868 , 8724 
2350750 	 23779 
5037000 	 14590 , 20625 , 5896 , 7868 , 26722 , 21672 , 9549 , 10329 , 27508 , 12068 , 21067 
892500 	 23516 , 3852 , 15019 , 6740 , 14580 , 10948 , 24554 , 17180 
5256500 	 614 
8940500 	 11080 , 251 , 13784 , 21838 
1792000 	 20979 , 18508 , 24292 , 20630 
1934750 	 14209 , 1788 , 11080 , 27446 
7450000 	 2729 , 14261 
2768250 	 23421 , 16094 , 19026 , 6447 , 17539 
2921750 	 25272 , 4949 , 16889 , 143 
71250 	 28641 
4215750 	 27856 , 7260 , 21085 , 7230 
10257500 	 4281 
2198750 	 16550 , 12220 , 12257 , 12394 
7034000 	 6080 , 6288 , 27856 , 1916 
1727500 	 9563 
5170500 	 11679 , 18730 , 27092 , 12557 , 6096 , 19973 
10312750 	 15934 , 5185 , 12016 , 15086 , 13667 , 8978 , 22110 , 3627 , 12352 , 9563 
1629250 	 1756 , 643 , 20747 , 18024 , 24601 
6694750 	 25372 , 1461 , 6290 , 21110 , 18730 , 3151 , 12352 
861750 	 29203 , 28924 
8909750 	 22342 , 28270 
2232500 	 4683 , 679 , 14261 , 28791 , 11679 , 14533 , 29407 , 6199 , 18963 , 284 , 16077 , 24929 , 11000 
1838000 	 21372 , 21971 
4370750 	 16829 , 1666 
11114000 	 21092 , 23623 , 11849 
5654000 	 18672 , 5896 , 29231 
10566000 	 13554 , 28053 , 23284 , 21110 
4886500 	 17640 
6334000 	 10627 
10018000 	 5429 
9173750 	 16540 , 17826 , 16110 , 12541 , 29224 , 13784 
8702500 	 8257 , 7105 , 23779 
6400000 	 2452 , 15065 , 28270 , 3313 
5248750 	 9290 , 15086 , 7862 , 15019 , 2227 , 24024 , 19514 , 6863 , 28297 , 9574 , 27035 
4097500 	 5190 , 20655 
12386500 	 13087 
10774750 	 14942 , 2899 , 23656 , 1577 , 15952 , 8296 , 8327 , 28391 
11761750 	 28975 
5238000 	 13551 , 13450 , 21833 , 2683 , 527 
8845250 	 29099 , 18286 , 15678 , 6823 , 28653 , 16722 
6619500 	 11465 , 21067 , 3627 
10533750 	 14261 , 17327 , 24601 , 3032 
1247000 	 25635 , 5043 
10840750 	 6672 , 20728 
2771250 	 255 , 284 , 2963 
8757750 	 23928 , 26288 , 20785 , 3149 , 20386 , 1151 , 1481 , 6209 , 24601 
5293250 	 679 , 12058 , 18292 , 1237 , 27446 , 20506 
984500 	 18730 , 28985 
3977750 	 17087 , 17060 
7892000 	 17647 , 7059 , 7098 , 22220 
6126750 	 25117 , 25169 , 15019 
8111500 	 527 , 11018 
1971500 	 19113 , 10329 , 1739 , 11000 , 22043 , 26288 , 7692 , 25329 , 3151 , 19166 , 7230 
5261000 	 13592 , 11000 
6412250 	 3723 , 23071 
4186500 	 16126 , 27092 
3035250 	 11080 
6872750 	 26111 
7103000 	 15019 , 11465 , 14603 , 17181 , 28653 , 8628 , 12586 , 23662 
42000 	 28180 , 29528 , 21815 
12015000 	 26900 , 28357 , 29203 , 22240 
8243500 	 3047 , 4949 , 24869 , 4479 , 14048 , 18075 
5239500 	 8689 , 11624 , 18353 , 18176 , 14153 , 14360 
12377250 	 24730 , 27191 , 6740 , 1831 , 19405 , 3151 , 14020 , 18075 , 2729 , 22313 , 8689 
3913250 	 22757 , 20079 , 9948 , 5845 , 3626 , 8689 
11434750 	 20083 , 18758 , 22339 , 19629 
7367000 	 15584 , 4918 , 11679 , 4683 , 16540 , 20297 , 18730 
6358500 	 10194 
10119250 	 10282 
9044750 	 16808 
9351750 	 28174 , 28930 , 11080 , 14580 
6654750 	 14261 , 16110 
10492250 	 15449 , 281 , 11080 , 28752 , 251 , 11465 , 6148 , 25214 , 20955 , 22058 , 24984 , 23662 , 4949 
3661500 	 7312 
887750 	 19557 , 15019 , 28270 
6874250 	 155 , 20648 , 11080 , 26754 , 647 , 12016 , 20470 , 11328 , 2683 , 28410 , 8637 , 14265 , 12168 
1194750 	 14261 , 4059 , 679 , 25366 , 25169 , 7037 , 12737 , 21092 , 3627 , 24669 
5865750 	 28937 , 11652 , 3760 , 1756 , 1446 , 3228 , 24013 , 27544 , 57 
1710500 	 1481 , 25526 , 8313 , 5506 , 28065 , 14780 
8848250 	 8187 , 6118 
6852750 	 27906 , 4949 
6458250 	 23475 , 7692 , 22280 
8070000 	 8511 
11129250 	 23214 , 23861 , 11065 , 13793 , 5848 , 949 
10592000 	 14261 , 19973 
5910250 	 28525 
5987000 	 2524 , 9390 , 9120 
7588000 	 7105 , 13888 , 28975 , 10329 , 28653 
5812000 	 2683 
7116750 	 26788 , 12541 
3795000 	 12352 
725000 	 1831 
1492500 	 16540 , 11679 , 6876 , 8210 , 17640 , 25315 , 18024 , 26989 , 13554 , 27583 , 24590 , 10329 , 24886 
2940000 	 11767 , 2683 , 25086 , 25260 , 14580 , 26722 , 12168 
11141500 	 2945 , 21657 , 23475 
7600250 	 11052 , 10480 , 12717 , 3228 , 11176 , 25570 , 24869 
5440500 	 25272 , 5043 
11734000 	 27060 , 28985 
9344000 	 5097 , 21110 
3511000 	 13020 , 29203 , 19651 , 14020 
4037500 	 14523 , 25883 
5024500 	 14265 , 21110 , 9802 
1724250 	 16176 , 9936 
573000 	 19615 
4257000 	 27625 
12371000 	 11776 , 2227 , 17514 , 22359 , 28992 , 23896 , 12737 , 25086 , 25570 , 9111 , 12394 
6921750 	 19197 
6998500 	 2227 
1319000 	 7070 , 24942 , 10948 , 10449 
847750 	 28169 , 16607 , 8662 , 2655 , 21110 , 18024 , 12728 
7218000 	 11679 , 22317 , 24669 , 10702 
299750 	 24869 , 24601 
11121500 	 15799 , 24601 
1911500 	 8868 , 1073 , 23656 , 18730 
69500 	 387 , 5598 , 3273 , 9290 , 4731 , 6477 , 18843 , 18196 , 6740 , 8257 , 18730 
9586500 	 20073 , 11790 , 11687 , 20595 , 24601 
8435250 	 18730 , 13450 , 16540 , 15019 , 7105 , 14261 , 21067 , 16110 , 23896 
3282250 	 20827 
1517000 	 19903 , 16376 , 15086 
6571750 	 16540 , 15086 , 155 
7405250 	 11330 
6780500 	 2227 , 15086 , 14261 
11078500 	 18024 
3009000 	 10604 , 27407 , 5627 , 28347 , 14695 , 28411 , 12327 , 19014 , 8724 , 11000 , 27117 , 15019 , 7230 
2088000 	 11679 , 2198 , 15019 
9839750 	 2375 , 8689 , 6319 
9215000 	 6352 , 10097 , 28059 , 18575 , 14294 , 7235 
10443000 	 9192 , 11449 , 27135 , 12674 , 14482 , 10570 
3524750 	 4808 
1365000 	 14580 
2823250 	 2610 , 25329 
9720000 	 8816 , 13773 , 24922 , 17020 , 21485 
3963750 	 4949 , 11176 , 16624 , 19421 , 23662 , 26614 , 11330 , 21067 
7483500 	 18196 
1793250 	 14020 , 27625 , 2033 , 21067 
8163500 	 3252 , 23115 , 14593 , 18868 , 22439 , 1831 , 15019 , 20846 
10773000 	 2257 , 2999 
12154500 	 17640 , 20476 , 26394 , 20297 , 7868 , 8689 
12231250 	 24274 
6848000 	 24601 , 26619 
4392000 	 2610 
3317500 	 14533 , 7105 , 3032 
11683250 	 12541 
6003750 	 12285 , 471 , 4750 , 16540 , 2227 , 7868 , 15414 , 23013 , 23698 , 530 , 22749 
4852500 	 10151 , 13909 , 21067 , 19340 , 26288 , 24541 , 7542 
6234000 	 19875 , 28752 , 5962 , 21372 , 4220 
5082750 	 21796 
620500 	 26114 , 934 
6683750 	 4731 , 29203 , 14261 , 5796 , 28752 , 19113 , 4691 , 10169 , 29551 
83250 	 1731 , 7989 , 7624 , 4220 , 25329 
9436000 	 4731 , 5776 , 504 
9512750 	 25651 , 19903 , 21152 , 284 , 20827 , 4239 , 23779 
10653250 	 20180 , 2655 , 643 , 23895 , 15269 , 28098 , 5441 , 8637 , 16319 , 23793 , 29203 
4195500 	 7737 , 9802 
434750 	 19394 , 4571 , 27511 , 21911 , 6104 , 19973 
12331000 	 18180 , 11330 , 7542 , 26614 
11552750 	 23448 
10401500 	 12189 , 12181 , 27791 
6257000 	 23563 , 21071 , 22749 , 23628 , 530 
764750 	 14153 
9437500 	 12728 , 15718 , 22280 
10578000 	 20896 , 13240 , 422 , 28937 , 20505 , 13778 , 14073 , 26523 
10654750 	 19458 , 23274 , 12790 , 17783 , 7856 , 12212 
5655250 	 16540 , 12055 , 16406 , 3677 , 24013 , 11196 , 14048 
6258500 	 6740 , 12068 
425500 	 22094 , 17506 
2103250 	 6290 , 7567 , 25372 , 13450 , 22359 , 16540 , 5962 , 28855 , 4220 , 12394 , 13592 , 14902 , 22280 
9394500 	 14533 , 16540 , 23781 
12004000 	 15307 , 7680 , 12754 
9076750 	 14930 , 25372 , 16754 , 17748 
2322750 	 12022 , 20480 , 12754 
393250 	 22306 , 4949 
9592500 	 23071 
7893250 	 28992 
832250 	 1831 , 13020 , 23143 
3288250 	 6395 
8123500 	 22852 , 1591 , 3390 , 14931 , 2835 
1446250 	 21217 , 4078 , 4683 , 19993 , 2655 , 15159 , 23482 , 20297 
10261750 	 14261 , 15831 , 17061 , 23896 , 21657 , 8278 , 28270 , 16331 , 17060 
7345250 	 12040 , 5845 
3266750 	 21659 , 16126 , 14924 , 5416 , 29099 
8102000 	 768 , 21110 
3573750 	 1481 , 11176 , 25260 
8792750 	 14416 , 12606 , 22131 , 25535 , 25883 
3245250 	 18730 
1699500 	 24715 
6754250 	 12017 
1074750 	 22556 , 24158 , 10171 , 527 , 14580 
7445000 	 18075 
1688750 	 3145 , 12220 
1140750 	 23475 , 22313 , 12541 , 19421 
